ok,container,mode,width,height,n_bytes,truncated,has_exif,n_exif_tags,exif_orientation,has_icc,n_text_chunks,metadata_keys,generator_marker,jpeg_quality_hint,error,image_path,label,klass,declared_width,declared_height,megapixels,is_1024sq,bytes_per_pixel,is_square,container_is_png,has_icc_int
True,png,RGB,1024,1024,1531095,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_02480.png,1,tampered,1024,1024,1.048576,True,1.4601659774780273,1,1,0
True,png,RGB,1024,1024,651327,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_000008.png,1,full_synthetic,1024,1024,1.048576,True,0.6211538314819336,1,1,0
True,jpeg,RGB,1024,768,158478,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/real/9e65133332e72eb0.jpg,0,real,1024,768,0.786432,False,0.20151519775390625,0,0,0
True,jpeg,RGB,1024,1024,92334,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_03478.jpg,1,tampered,1024,1024,1.048576,True,0.08805656433105469,1,0,0
True,jpeg,RGB,1024,1024,151059,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_006763.jpg,1,tampered,1024,1024,1.048576,True,0.14406108856201172,1,0,0
True,jpeg,RGB,768,1024,87229,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/real/ed392911fea257be.jpg,0,real,768,1024,0.786432,False,0.1109174092610677,0,0,0
True,png,RGB,1024,1024,1111731,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_000882.png,1,full_synthetic,1024,1024,1.048576,True,1.0602293014526367,1,1,0
True,jpeg,RGB,1024,1024,106554,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_08180.jpg,1,tampered,1024,1024,1.048576,True,0.10161781311035156,1,0,0
True,png,RGB,1024,1024,1206927,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_001209.png,1,full_synthetic,1024,1024,1.048576,True,1.151015281677246,1,1,0
True,jpeg,RGB,1024,732,842463,False,False,0,,True,0,,,,,data/audit_sample/sid_set/images/real/add5fb52ea5901cd.jpg,0,real,1024,732,0.749568,False,1.123931384477459,0,0,1
True,png,RGB,1024,1024,1370358,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_007794.png,1,full_synthetic,1024,1024,1.048576,True,1.306875228881836,1,1,0
True,jpeg,RGB,1024,666,808061,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/real/03037a6766b93185.jpg,0,real,1024,666,0.681984,False,1.1848679734421923,0,0,0
True,png,RGB,1024,1024,960069,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_008801.png,1,full_synthetic,1024,1024,1.048576,True,0.915593147277832,1,1,0
True,png,RGB,1024,1024,1228773,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_00809.png,1,tampered,1024,1024,1.048576,True,1.171849250793457,1,1,0
True,png,RGB,1024,1024,1199763,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_005299.png,1,full_synthetic,1024,1024,1.048576,True,1.1441831588745117,1,1,0
True,png,RGB,1024,1024,922348,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_009705.png,1,full_synthetic,1024,1024,1.048576,True,0.8796195983886719,1,1,0
True,png,RGB,1024,1024,1379002,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_002872.png,1,full_synthetic,1024,1024,1.048576,True,1.3151187896728516,1,1,0
True,jpeg,RGB,1024,576,156996,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/real/27c3f06ec5dc2ba3.jpg,0,real,1024,576,0.589824,False,0.26617431640625,0,0,0
True,png,RGB,1024,1024,1263006,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_003406.png,1,full_synthetic,1024,1024,1.048576,True,1.2044963836669922,1,1,0
True,jpeg,RGB,768,788,101296,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/real/0be8f77f1614556e.jpg,0,real,768,788,0.605184,False,0.16738049915397632,0,0,0
True,jpeg,RGB,1024,683,837109,False,False,0,,True,0,,,,,data/audit_sample/sid_set/images/real/c5cf1481d441cb77.jpg,0,real,1024,683,0.699392,False,1.1969096014824305,0,0,1
True,jpeg,RGB,1024,1024,118547,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_07569.jpg,1,tampered,1024,1024,1.048576,True,0.11305522918701172,1,0,0
True,png,RGB,1024,1024,983646,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_005248.png,1,full_synthetic,1024,1024,1.048576,True,0.9380779266357422,1,1,0
True,jpeg,RGB,1024,593,527695,False,False,0,,True,0,,,,,data/audit_sample/sid_set/images/real/f09e3a1151ad2a6d.jpg,0,real,1024,593,0.607232,False,0.8690171137225969,0,0,1
True,png,RGB,1024,1024,1789940,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_05545.png,1,tampered,1024,1024,1.048576,True,1.7070198059082031,1,1,0
True,jpeg,RGB,1024,768,276665,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/real/c8ef1b2afccd2a46.jpg,0,real,1024,768,0.786432,False,0.35179773966471356,0,0,0
True,jpeg,RGB,1024,1024,117410,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_04834.jpg,1,tampered,1024,1024,1.048576,True,0.11197090148925781,1,0,0
True,jpeg,RGB,1024,1024,155005,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_04879.jpg,1,tampered,1024,1024,1.048576,True,0.14782428741455078,1,0,0
True,jpeg,RGB,1024,1024,96603,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_07995.jpg,1,tampered,1024,1024,1.048576,True,0.09212779998779297,1,0,0
True,jpeg,RGB,1024,1024,91810,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_06792.jpg,1,tampered,1024,1024,1.048576,True,0.08755683898925781,1,0,0
True,jpeg,RGB,1024,1024,89553,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_07293.jpg,1,tampered,1024,1024,1.048576,True,0.0854043960571289,1,0,0
True,jpeg,RGB,1024,1024,123831,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_00122.jpg,1,tampered,1024,1024,1.048576,True,0.11809444427490234,1,0,0
True,png,RGB,1024,1024,809947,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_007583.png,1,full_synthetic,1024,1024,1.048576,True,0.772425651550293,1,1,0
True,jpeg,RGB,1024,766,73140,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/real/e893057079087908.jpg,0,real,1024,766,0.784384,False,0.09324514523498695,0,0,0
True,jpeg,RGB,1024,1024,30044,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_00709.jpg,1,tampered,1024,1024,1.048576,True,0.028652191162109375,1,0,0
True,jpeg,RGB,1024,1024,153311,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_02892.jpg,1,tampered,1024,1024,1.048576,True,0.1462087631225586,1,0,0
True,png,RGB,1024,1024,1228876,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_004113.png,1,full_synthetic,1024,1024,1.048576,True,1.1719474792480469,1,1,0
True,jpeg,RGB,1024,768,149616,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/real/995fec71969bd0bd.jpg,0,real,1024,768,0.786432,False,0.19024658203125,0,0,0
True,jpeg,RGB,1024,1024,140929,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_00103.jpg,1,tampered,1024,1024,1.048576,True,0.1344003677368164,1,0,0
True,png,RGB,1024,1024,1026181,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_000902.png,1,full_synthetic,1024,1024,1.048576,True,0.978642463684082,1,1,0
True,jpeg,RGB,1024,1024,149735,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_00654.jpg,1,tampered,1024,1024,1.048576,True,0.14279842376708984,1,0,0
True,jpeg,RGB,1024,1024,133841,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_05739.jpg,1,tampered,1024,1024,1.048576,True,0.1276407241821289,1,0,0
True,jpeg,L,1024,769,149580,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/real/1628ce58f2622f64.jpg,0,real,1024,769,0.787456,False,0.18995347041612484,0,0,0
True,png,RGB,1024,1024,791504,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_004118.png,1,full_synthetic,1024,1024,1.048576,True,0.7548370361328125,1,1,0
True,jpeg,RGB,1024,1024,177465,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_01043.jpg,1,tampered,1024,1024,1.048576,True,0.16924381256103516,1,0,0
True,jpeg,RGB,1024,660,296585,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/real/c6df5b2700e2a0d3.jpg,0,real,1024,660,0.67584,False,0.4388390743371212,0,0,0
True,jpeg,RGB,1024,1024,103749,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_05483.jpg,1,tampered,1024,1024,1.048576,True,0.09894275665283203,1,0,0
True,png,RGB,1024,1024,1420015,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_006970.png,1,full_synthetic,1024,1024,1.048576,True,1.354231834411621,1,1,0
True,jpeg,RGB,1024,1024,99199,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_06610.jpg,1,tampered,1024,1024,1.048576,True,0.0946035385131836,1,0,0
True,jpeg,RGB,1024,1024,116013,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_06232.jpg,1,tampered,1024,1024,1.048576,True,0.11063861846923828,1,0,0
True,jpeg,RGB,1024,768,322749,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/real/4bd05685b1e2c552.jpg,0,real,1024,768,0.786432,False,0.4103965759277344,0,0,0
True,jpeg,RGB,683,1024,97634,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/real/307293f3a512832e.jpg,0,real,683,1024,0.699392,False,0.13959839403367497,0,0,0
True,png,RGB,1024,1024,1081529,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_008372.png,1,full_synthetic,1024,1024,1.048576,True,1.0314264297485352,1,1,0
True,jpeg,RGB,1024,768,629969,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/real/2cfeca31d019234e.jpg,0,real,1024,768,0.786432,False,0.8010470072428385,0,0,0
True,jpeg,RGB,683,1024,331600,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/real/bdf7276b7255c403.jpg,0,real,683,1024,0.699392,False,0.47412609809663253,0,0,0
True,jpeg,RGB,1024,1024,185707,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_03541.jpg,1,tampered,1024,1024,1.048576,True,0.17710399627685547,1,0,0
True,jpeg,RGB,1024,685,117873,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/real/4ac5f240639cac03.jpg,0,real,1024,685,0.70144,False,0.16804430885036498,0,0,0
True,png,RGB,1024,1024,1698774,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_002565.png,1,full_synthetic,1024,1024,1.048576,True,1.620077133178711,1,1,0
True,jpeg,RGB,1024,1024,95177,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_00456.jpg,1,tampered,1024,1024,1.048576,True,0.09076786041259766,1,0,0
True,jpeg,RGB,1024,1024,52312,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_06522.jpg,1,tampered,1024,1024,1.048576,True,0.04988861083984375,1,0,0
True,png,RGB,1024,1024,1182939,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_007491.png,1,full_synthetic,1024,1024,1.048576,True,1.128138542175293,1,1,0
True,jpeg,RGB,1024,700,80056,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/real/1ff5c6d444b5825e.jpg,0,real,1024,700,0.7168,False,0.11168526785714286,0,0,0
True,jpeg,RGB,1024,768,517249,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/real/ddfc9081e5ee8dc1.jpg,0,real,1024,768,0.786432,False,0.6577161153157552,0,0,0
True,png,RGB,1024,1024,1095536,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_004510.png,1,full_synthetic,1024,1024,1.048576,True,1.0447845458984375,1,1,0
True,png,RGB,1024,1024,837329,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_001072.png,1,full_synthetic,1024,1024,1.048576,True,0.7985391616821289,1,1,0
True,png,RGB,1024,1024,925293,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_004150.png,1,full_synthetic,1024,1024,1.048576,True,0.8824281692504883,1,1,0
True,png,RGB,1024,1024,1119325,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_006478.png,1,full_synthetic,1024,1024,1.048576,True,1.0674715042114258,1,1,0
True,jpeg,RGB,1024,768,253118,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/real/f1a533157c1022c8.jpg,0,real,1024,768,0.786432,False,0.32185618082682294,0,0,0
True,jpeg,RGB,683,1024,741646,False,False,0,,True,0,,,,,data/audit_sample/sid_set/images/real/1bc723457563f907.jpg,0,real,683,1024,0.699392,False,1.0604153321742313,0,0,1
True,png,RGB,1024,1024,1404965,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_02511.png,1,tampered,1024,1024,1.048576,True,1.339879035949707,1,1,0
True,png,RGB,1024,1024,1201175,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_007456.png,1,full_synthetic,1024,1024,1.048576,True,1.1455297470092773,1,1,0
True,png,RGB,1024,1024,1224917,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_005645.png,1,full_synthetic,1024,1024,1.048576,True,1.1681718826293945,1,1,0
True,jpeg,RGB,1024,768,313412,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/real/229d0b8353d1c98a.jpg,0,real,1024,768,0.786432,False,0.3985239664713542,0,0,0
True,jpeg,RGB,1024,683,370398,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/real/cc7894623e2db539.jpg,0,real,1024,683,0.699392,False,0.5295999954245973,0,0,0
True,jpeg,RGB,1024,683,205227,False,False,0,,True,0,,,,,data/audit_sample/sid_set/images/real/b0071a6847984193.jpg,0,real,1024,683,0.699392,False,0.2934362989568082,0,0,1
True,jpeg,RGB,1024,1024,140059,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_005088.jpg,1,tampered,1024,1024,1.048576,True,0.13357067108154297,1,0,0
True,jpeg,RGB,1024,683,116538,False,False,0,,True,0,,,,,data/audit_sample/sid_set/images/real/2bc8ec84419a7906.jpg,0,real,1024,683,0.699392,False,0.166627585102489,0,0,1
True,png,RGB,1024,1024,1709196,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_008392.png,1,full_synthetic,1024,1024,1.048576,True,1.6300163269042969,1,1,0
True,jpeg,RGB,1024,576,564472,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/real/6d5e67fd69df87a5.jpg,0,real,1024,576,0.589824,False,0.9570176866319444,0,0,0
True,png,RGB,1024,1024,1507428,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_05404.png,1,tampered,1024,1024,1.048576,True,1.4375953674316406,1,1,0
True,jpeg,RGB,1024,685,466699,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/real/860a9efac6af93a0.jpg,0,real,1024,685,0.70144,False,0.6653441491788321,0,0,0
True,png,RGB,1024,1024,849060,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_008231.png,1,full_synthetic,1024,1024,1.048576,True,0.8097267150878906,1,1,0
True,jpeg,RGB,1024,1024,171319,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_02644.jpg,1,tampered,1024,1024,1.048576,True,0.16338253021240234,1,0,0
True,jpeg,RGB,1024,1024,87232,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_006695.jpg,1,tampered,1024,1024,1.048576,True,0.08319091796875,1,0,0
True,jpeg,RGB,1024,630,300617,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/real/324f9aab6ff2d5bb.jpg,0,real,1024,630,0.64512,False,0.46598617311507934,0,0,0
True,jpeg,RGB,1024,682,258661,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/real/31cb90aa388d7890.jpg,0,real,1024,682,0.698368,False,0.37037922699780057,0,0,0
True,png,RGB,1024,1024,1356140,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_005931.png,1,full_synthetic,1024,1024,1.048576,True,1.2933158874511719,1,1,0
True,png,RGB,1024,1024,933195,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_008179.png,1,full_synthetic,1024,1024,1.048576,True,0.8899641036987305,1,1,0
True,jpeg,RGB,1024,1024,75385,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_04625.jpg,1,tampered,1024,1024,1.048576,True,0.07189273834228516,1,0,0
True,jpeg,RGB,1024,1024,117340,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/real/27f252a476f25608.jpg,0,real,1024,1024,1.048576,True,0.11190414428710938,1,0,0
True,jpeg,RGB,1024,1024,163839,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_00518.jpg,1,tampered,1024,1024,1.048576,True,0.1562490463256836,1,0,0
True,png,RGB,1024,1024,1360040,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_01205.png,1,tampered,1024,1024,1.048576,True,1.2970352172851562,1,1,0
True,jpeg,RGB,770,1024,735761,False,False,0,,True,0,,,,,data/audit_sample/sid_set/images/real/60acad034d6ac8c5.jpg,0,real,770,1024,0.78848,False,0.9331384435876623,0,0,1
True,png,RGB,1024,1024,885518,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_008404.png,1,full_synthetic,1024,1024,1.048576,True,0.8444957733154297,1,1,0
True,jpeg,RGB,1024,640,274816,False,False,0,,True,0,,,,,data/audit_sample/sid_set/images/real/8e9ed33012d70d5c.jpg,0,real,1024,640,0.65536,False,0.4193359375,0,0,1
True,jpeg,RGB,1024,678,305517,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/real/0664d97dbc749f9c.jpg,0,real,1024,678,0.694272,False,0.4400537541482301,0,0,0
True,png,RGB,1024,1024,792698,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_000077.png,1,full_synthetic,1024,1024,1.048576,True,0.7559757232666016,1,1,0
True,jpeg,RGB,1024,1024,161370,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_00951.jpg,1,tampered,1024,1024,1.048576,True,0.15389442443847656,1,0,0
True,jpeg,RGB,768,1024,151902,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/real/7bba4ecddd08ae72.jpg,0,real,768,1024,0.786432,False,0.19315338134765625,0,0,0
True,png,RGB,1024,1024,1187197,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_004942.png,1,full_synthetic,1024,1024,1.048576,True,1.1321992874145508,1,1,0
True,png,RGB,1024,1024,1245693,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_005113.png,1,full_synthetic,1024,1024,1.048576,True,1.1879854202270508,1,1,0
True,jpeg,RGB,1024,683,295320,False,False,0,,True,0,,,,,data/audit_sample/sid_set/images/real/fd568a2839353a92.jpg,0,real,1024,683,0.699392,False,0.4222524707174231,0,0,1
True,jpeg,RGB,1024,768,419696,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/real/ab82eaf90724160f.jpg,0,real,1024,768,0.786432,False,0.5336710611979166,0,0,0
True,jpeg,RGB,1024,1024,125905,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_07661.jpg,1,tampered,1024,1024,1.048576,True,0.1200723648071289,1,0,0
True,png,RGB,1024,1024,1111149,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_006516.png,1,full_synthetic,1024,1024,1.048576,True,1.0596742630004883,1,1,0
True,png,RGB,1024,1024,1335898,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_000205.png,1,full_synthetic,1024,1024,1.048576,True,1.2740116119384766,1,1,0
True,png,RGB,1024,1024,1292445,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_004614.png,1,full_synthetic,1024,1024,1.048576,True,1.2325716018676758,1,1,0
True,png,RGB,1024,1024,1123989,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_008854.png,1,full_synthetic,1024,1024,1.048576,True,1.0719194412231445,1,1,0
True,jpeg,RGB,1024,1024,173692,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_01165.jpg,1,tampered,1024,1024,1.048576,True,0.16564559936523438,1,0,0
True,jpeg,RGB,1024,1024,93376,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_04074.jpg,1,tampered,1024,1024,1.048576,True,0.08905029296875,1,0,0
True,jpeg,RGB,1024,1024,199287,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_04359.jpg,1,tampered,1024,1024,1.048576,True,0.19005489349365234,1,0,0
True,jpeg,RGB,1024,1024,116457,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_01057.jpg,1,tampered,1024,1024,1.048576,True,0.11106204986572266,1,0,0
True,png,RGB,1024,1024,887614,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_002772.png,1,full_synthetic,1024,1024,1.048576,True,0.8464946746826172,1,1,0
True,png,RGB,1024,1024,1371810,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_001703.png,1,full_synthetic,1024,1024,1.048576,True,1.3082599639892578,1,1,0
